id,lat,lng,station,source,aqi,pm25,pm10,co,no2,so2,rh,temperature,windSpeed,timestamp,severity,description
vehicle_009,28.640311,77.31886,Parking Complex D,vehicle,65,45.3,50.6,1.42,45.4,12.8,42,25,4.9,2025-07-20T23:00:00.000Z,moderate,Parking Complex D - Parking complex with vehicle idling
vehicle_010,28.647926,77.326581,Bus Terminal E,vehicle,101,81,106.1,2.25,47.3,9.3,38,21,4.5,2025-07-20T23:00:00.000Z,moderate,Bus Terminal E - Major bus terminal with heavy traffic congestion
vehicle_011,28.632492,77.299992,Traffic Junction F,vehicle,117,63.9,88.6,2.23,34.2,13.3,40,22.4,3.3,2025-07-20T23:00:00.000Z,moderate,Traffic Junction F - Traffic junction with high vehicle density
dust_012,28.639283,77.298179,Open Ground A,dust,97,82.7,260,0.5,26.6,3.1,49,24.1,5.5,2025-07-20T23:00:00.000Z,moderate,Open Ground A - Large unpaved area with loose soil
dust_013,28.631764,77.332845,Vacant Plot B,dust,100,114.8,193.8,0.48,22.7,3.5,49,21.8,3.1,2025-07-20T23:00:00.000Z,moderate,Vacant Plot B - Vacant plot with exposed soil and debris
dust_014,28.634682,77.31235,Quarry Site C,dust,92,74.7,227.4,0.38,17.8,3.3,50,24.7,3.1,2025-07-20T23:00:00.000Z,moderate,Quarry Site C - Quarry site with crushing operations
dust_015,28.647421,77.316557,Unpaved Area D,dust,131,95.3,181.3,0.75,23.9,4.7,36,22.2,4,2025-07-20T23:00:00.000Z,moderate,Unpaved Area D - Open area with construction debris
dust_016,28.639001,77.336353,Demolished Building Site E,dust,110,113.8,276.7,0.88,25.4,7.8,33,20.5,3.3,2025-07-20T23:00:00.000Z,moderate,Demolished Building Site E - Large unpaved area with loose soil
construction_001,28.639331,77.321066,Metro Construction A,construction,93,74.1,187.2,1.67,31.1,5.1,36,24.4,4.1,2025-07-21T00:00:00.000Z,moderate,Metro Construction A - Metro construction with heavy machinery
construction_002,28.637321,77.31774,Building Project B,construction,75,55.2,206.4,1.23,36.7,9.2,32,20.6,3.3,2025-07-21T00:00:00.000Z,moderate,Building Project B - Building project with dust and emissions
construction_003,28.646975,77.296802,Highway Expansion C,construction,99,92.5,98.4,1.56,34.5,5.4,35,25.3,4.8,2025-07-21T00:00:00.000Z,moderate,Highway Expansion C - Highway expansion with earthmoving equipment
construction_004,28.649373,77.318493,Active Construction D,construction,131,92.5,199,0.95,37.7,9.3,42,22.7,3.9,2025-07-21T00:00:00.000Z,moderate,Active Construction D - Active construction site with concrete mixing
construction_005,28.642822,77.301762,Industrial Building Site E,construction,108,87.4,108.4,0.92,46.2,8.7,37,24.1,5.2,2025-07-21T00:00:00.000Z,moderate,Industrial Building Site E - Metro construction with heavy machinery
vehicle_006,28.627293,77.321795,Bus Terminal A,vehicle,104,62.2,96.2,2.3,48.2,9.8,45,23.2,3.9,2025-07-21T00:00:00.000Z,moderate,Bus Terminal A - Major bus terminal with heavy traffic congestion
vehicle_007,28.643984,77.306297,Traffic Junction B,vehicle,112,54,92.2,1.6,38,11.7,45,22.6,4.3,2025-07-21T00:00:00.000Z,moderate,Traffic Junction B - Traffic junction with high vehicle density
vehicle_008,28.653835,77.327941,Highway Monitor C,vehicle,89,42.1,61,1.33,31.1,15.1,44,21.3,4.6,2025-07-21T00:00:00.000Z,moderate,Highway Monitor C - Highway monitoring point with diesel emissions
vehicle_009,28.640311,77.31886,Parking Complex D,vehicle,115,38.8,82.3,1.71,31.8,15.7,43,23.1,4.8,2025-07-21T00:00:00.000Z,moderate,Parking Complex D - Parking complex with vehicle idling
vehicle_010,28.647926,77.326581,Bus Terminal E,vehicle,71,39.9,53.8,2.34,34.8,9.8,40,22.1,5.4,2025-07-21T00:00:00.000Z,moderate,Bus Terminal E - Major bus terminal with heavy traffic congestion
vehicle_011,28.632492,77.299992,Traffic Junction F,vehicle,118,60,100.9,1.86,38.2,17.5,45,21.2,3.8,2025-07-21T00:00:00.000Z,moderate,Traffic Junction F - Traffic junction with high vehicle density
dust_012,28.639283,77.298179,Open Ground A,dust,67,76.4,102,0.62,10.4,3.2,38,23,2.9,2025-07-21T00:00:00.000Z,moderate,Open Ground A - Large unpaved area with loose soil
dust_013,28.631764,77.332845,Vacant Plot B,dust,72,56.5,119.4,0.32,14.1,5.4,38,21.9,4.6,2025-07-21T00:00:00.000Z,moderate,Vacant Plot B - Vacant plot with exposed soil and debris
dust_014,28.634682,77.31235,Quarry Site C,dust,132,106.6,218.6,0.57,24.7,3.8,43,23.1,3.8,2025-07-21T00:00:00.000Z,moderate,Quarry Site C - Quarry site with crushing operations
dust_015,28.647421,77.316557,Unpaved Area D,dust,87,112.4,234.8,0.38,12.5,3.3,33,21,5.1,2025-07-21T00:00:00.000Z,moderate,Unpaved Area D - Open area with construction debris
dust_016,28.639001,77.336353,Demolished Building Site E,dust,82,94,154.6,0.76,21.8,5,46,21.9,5.5,2025-07-21T00:00:00.000Z,moderate,Demolished Building Site E - Large unpaved area with loose soil
construction_001,28.639331,77.321066,Metro Construction A,construction,148,126.5,136.1,2.02,47.5,12.7,34,32.4,5.1,2025-07-21T01:00:00.000Z,moderate,Metro Construction A - Metro construction with heavy machinery
construction_002,28.637321,77.31774,Building Project B,construction,146,76.1,351.2,2.3,51.9,21.8,23,30.8,4.7,2025-07-21T01:00:00.000Z,moderate,Building Project B - Building project with dust and emissions
construction_003,28.646975,77.296802,Highway Expansion C,construction,141,134.7,296.5,2.2,38,15.2,28,32.3,5.3,2025-07-21T01:00:00.000Z,moderate,Highway Expansion C - Highway expansion with earthmoving equipment
construction_004,28.649373,77.318493,Active Construction D,construction,136,72.1,256,0.85,30.4,16.5,26,32.5,2.8,2025-07-21T01:00:00.000Z,moderate,Active Construction D - Active construction site with concrete mixing
construction_005,28.642822,77.301762,Industrial Building Site E,construction,176,126.4,208.9,1.31,32.9,9.5,32,31.9,3,2025-07-21T01:00:00.000Z,high,Industrial Building Site E - Metro construction with heavy machinery
vehicle_006,28.627293,77.321795,Bus Terminal A,vehicle,149,72.3,170.1,3.89,65.4,20.7,38,29.8,4,2025-07-21T01:00:00.000Z,moderate,Bus Terminal A - Major bus terminal with heavy traffic congestion
vehicle_007,28.643984,77.306297,Traffic Junction B,vehicle,175,91.2,140.8,4.42,85.1,18.4,39,31.3,4.3,2025-07-21T01:00:00.000Z,high,Traffic Junction B - Traffic junction with high vehicle density
vehicle_008,28.653835,77.327941,Highway Monitor C,vehicle,197,77.8,106.2,3.7,78.6,27.9,26,28.3,3.6,2025-07-21T01:00:00.000Z,high,Highway Monitor C - Highway monitoring point with diesel emissions
vehicle_009,28.640311,77.31886,Parking Complex D,vehicle,102,88.4,127,4.02,86.1,30.8,39,31.9,4.4,2025-07-21T01:00:00.000Z,moderate,Parking Complex D - Parking complex with vehicle idling
vehicle_010,28.647926,77.326581,Bus Terminal E,vehicle,68,46.8,104,2.93,36.1,11,39,29.5,3.3,2025-07-21T01:00:00.000Z,moderate,Bus Terminal E - Major bus terminal with heavy traffic congestion
vehicle_011,28.632492,77.299992,Traffic Junction F,vehicle,125,126.6,201.5,4.17,41.5,22.8,25,32.7,5.1,2025-07-21T01:00:00.000Z,moderate,Traffic Junction F - Traffic junction with high vehicle density
dust_012,28.639283,77.298179,Open Ground A,dust,123,139.9,193.3,0.96,14.5,4.8,37,29.5,2.8,2025-07-21T01:00:00.000Z,moderate,Open Ground A - Large unpaved area with loose soil
dust_013,28.631764,77.332845,Vacant Plot B,dust,180,170.9,228.3,0.66,37.7,10.6,30,30.8,3.2,2025-07-21T01:00:00.000Z,high,Vacant Plot B - Vacant plot with exposed soil and debris
dust_014,28.634682,77.31235,Quarry Site C,dust,188,167.8,398.8,0.68,26.4,10.5,29,31.6,3.1,2025-07-21T01:00:00.000Z,high,Quarry Site C - Quarry site with crushing operations
dust_015,28.647421,77.316557,Unpaved Area D,dust,184,209.3,220.2,0.71,36.1,5.5,33,28.1,4.6,2025-07-21T01:00:00.000Z,high,Unpaved Area D - Open area with construction debris
dust_016,28.639001,77.336353,Demolished Building Site E,dust,204,156.2,197,1.07,24.9,4.9,34,32.5,4,2025-07-21T01:00:00.000Z,very_high,Demolished Building Site E - Large unpaved area with loose soil
construction_001,28.639331,77.321066,Metro Construction A,construction,96,85.9,167.7,1.49,24.9,12.9,26,34.8,4.7,2025-07-21T02:00:00.000Z,moderate,Metro Construction A - Metro construction with heavy machinery
construction_002,28.637321,77.31774,Building Project B,construction,150,150,336.2,2.82,56.7,15.6,18,33.1,5,2025-07-21T02:00:00.000Z,moderate,Building Project B - Building project with dust and emissions
construction_003,28.646975,77.296802,Highway Expansion C,construction,135,147.9,290.3,2.46,48.5,10.6,33,32.1,3.2,2025-07-21T02:00:00.000Z,moderate,Highway Expansion C - Highway expansion with earthmoving equipment
construction_004,28.649373,77.318493,Active Construction D,construction,191,127.4,349.4,1.05,40.8,9.3,17,35.4,3.8,2025-07-21T02:00:00.000Z,high,Active Construction D - Active construction site with concrete mixing
construction_005,28.642822,77.301762,Industrial Building Site E,construction,190,83.6,341.7,1.95,74.1,10.3,17,34.6,5,2025-07-21T02:00:00.000Z,high,Industrial Building Site E - Metro construction with heavy machinery
vehicle_006,28.627293,77.321795,Bus Terminal A,vehicle,214,177.4,271.7,4.97,131.5,29.4,28,33.3,5.3,2025-07-21T02:00:00.000Z,very_high,Bus Terminal A - Major bus terminal with heavy traffic congestion
vehicle_007,28.643984,77.306297,Traffic Junction B,vehicle,211,166.7,303.2,7.53,129,47.2,18,33.8,4.8,2025-07-21T02:00:00.000Z,very_high,Traffic Junction B - Traffic junction with high vehicle density
vehicle_008,28.653835,77.327941,Highway Monitor C,vehicle,263,113.9,258.3,6.03,81.2,28.3,33,33.3,3.6,2025-07-21T02:00:00.000Z,very_high,Highway Monitor C - Highway monitoring point with diesel emissions
vehicle_009,28.640311,77.31886,Parking Complex D,vehicle,304,236.7,365,3.6,161.2,42.3,33,34.9,3.9,2025-07-21T02:00:00.000Z,hazardous,Parking Complex D - Parking complex with vehicle idling
vehicle_010,28.647926,77.326581,Bus Terminal E,vehicle,316,247.1,308.3,4.77,100,38.1,20,32.6,4.4,2025-07-21T02:00:00.000Z,hazardous,Bus Terminal E - Major bus terminal with heavy traffic congestion
vehicle_011,28.632492,77.299992,Traffic Junction F,vehicle,280,200.5,168.5,3.96,146,39.8,17,33.3,3.9,2025-07-21T02:00:00.000Z,very_high,Traffic Junction F - Traffic junction with high vehicle density
dust_012,28.639283,77.298179,Open Ground A,dust,140,149.9,224,1.12,32,11.5,27,32.4,4.9,2025-07-21T02:00:00.000Z,moderate,Open Ground A - Large unpaved area with loose soil
dust_013,28.631764,77.332845,Vacant Plot B,dust,100,102.7,218.3,0.93,19.1,5.3,32,35.6,5.3,2025-07-21T02:00:00.000Z,moderate,Vacant Plot B - Vacant plot with exposed soil and debris
dust_014,28.634682,77.31235,Quarry Site C,dust,149,107.3,174.1,0.48,22.1,6.1,37,33.8,4.8,2025-07-21T02:00:00.000Z,moderate,Quarry Site C - Quarry site with crushing operations
dust_015,28.647421,77.316557,Unpaved Area D,dust,139,174.6,239.4,0.88,27.1,8.4,33,32.4,3.1,2025-07-21T02:00:00.000Z,moderate,Unpaved Area D - Open area with construction debris
dust_016,28.639001,77.336353,Demolished Building Site E,dust,186,109.8,357.5,1.58,33.6,13,23,34.2,2.8,2025-07-21T02:00:00.000Z,high,Demolished Building Site E - Large unpaved area with loose soil
construction_001,28.639331,77.321066,Metro Construction A,construction,150,111.3,356.8,1.93,64.2,22.5,26,37.8,4.6,2025-07-21T03:00:00.000Z,moderate,Metro Construction A - Metro construction with heavy machinery
construction_002,28.637321,77.31774,Building Project B,construction,229,109,285.4,3.02,78,15.8,24,39.7,3.6,2025-07-21T03:00:00.000Z,very_high,Building Project B - Building project with dust and emissions
construction_003,28.646975,77.296802,Highway Expansion C,construction,141,85.5,332.5,3.19,65.4,22.2,27,39.9,4.3,2025-07-21T03:00:00.000Z,moderate,Highway Expansion C - Highway expansion with earthmoving equipment
construction_004,28.649373,77.318493,Active Construction D,construction,161,98.3,233.5,2.75,78.9,15.2,24,36.4,3.4,2025-07-21T03:00:00.000Z,high,Active Construction D - Active construction site with concrete mixing
construction_005,28.642822,77.301762,Industrial Building Site E,construction,198,126.2,198,3,86.6,14,26,38.9,3.3,2025-07-21T03:00:00.000Z,high,Industrial Building Site E - Metro construction with heavy machinery
vehicle_006,28.627293,77.321795,Bus Terminal A,vehicle,341,152.4,222.9,4.26,103.4,39.5,23,36.9,5.1,2025-07-21T03:00:00.000Z,hazardous,Bus Terminal A - Major bus terminal with heavy traffic congestion
vehicle_007,28.643984,77.306297,Traffic Junction B,vehicle,302,139.6,289.3,5.92,89.5,30.3,19,39.9,4.9,2025-07-21T03:00:00.000Z,hazardous,Traffic Junction B - Traffic junction with high vehicle density
vehicle_008,28.653835,77.327941,Highway Monitor C,vehicle,170,72.8,177,4.32,65.2,20.7,15,39.6,4.6,2025-07-21T03:00:00.000Z,high,Highway Monitor C - Highway monitoring point with diesel emissions
vehicle_009,28.640311,77.31886,Parking Complex D,vehicle,219,138.9,255.5,3.74,134.1,26.1,14,37.8,2.7,2025-07-21T03:00:00.000Z,very_high,Parking Complex D - Parking complex with vehicle idling
vehicle_010,28.647926,77.326581,Bus Terminal E,vehicle,230,178.9,156.9,3.31,86.1,26.2,17,35.9,3.7,2025-07-21T03:00:00.000Z,very_high,Bus Terminal E - Major bus terminal with heavy traffic congestion
vehicle_011,28.632492,77.299992,Traffic Junction F,vehicle,237,240.1,316.2,8.43,143.2,39.3,20,36.5,3.4,2025-07-21T03:00:00.000Z,very_high,Traffic Junction F - Traffic junction with high vehicle density
dust_012,28.639283,77.298179,Open Ground A,dust,229,144.8,356.9,0.54,41.7,5.6,26,40,3.2,2025-07-21T03:00:00.000Z,very_high,Open Ground A - Large unpaved area with loose soil
dust_013,28.631764,77.332845,Vacant Plot B,dust,199,111.1,426.3,0.71,41.5,13,13,38.2,5.3,2025-07-21T03:00:00.000Z,high,Vacant Plot B - Vacant plot with exposed soil and debris
dust_014,28.634682,77.31235,Quarry Site C,dust,194,137.5,397.4,0.93,36.3,13.8,18,37.2,5.1,2025-07-21T03:00:00.000Z,high,Quarry Site C - Quarry site with crushing operations
dust_015,28.647421,77.316557,Unpaved Area D,dust,163,123.6,220.3,1.34,20.9,13.2,13,39.8,3.8,2025-07-21T03:00:00.000Z,high,Unpaved Area D - Open area with construction debris
dust_016,28.639001,77.336353,Demolished Building Site E,dust,174,98.2,367.6,1.1,32.3,10.1,27,35.9,4.1,2025-07-21T03:00:00.000Z,high,Demolished Building Site E - Large unpaved area with loose soil
construction_001,28.639331,77.321066,Metro Construction A,construction,331,152,466.8,4.41,89.8,40,27,41.3,4.7,2025-07-21T04:00:00.000Z,hazardous,Metro Construction A - Metro construction with heavy machinery
construction_002,28.637321,77.31774,Building Project B,construction,265,167.5,428.5,3.15,77.2,16.9,25,40.9,4.1,2025-07-21T04:00:00.000Z,very_high,Building Project B - Building project with dust and emissions
construction_003,28.646975,77.296802,Highway Expansion C,construction,266,291.6,571.5,3.77,85.4,32.5,23,40.8,3.3,2025-07-21T04:00:00.000Z,very_high,Highway Expansion C - Highway expansion with earthmoving equipment
construction_004,28.649373,77.318493,Active Construction D,construction,240,310.8,303,2,70.2,35.3,16,43,2.9,2025-07-21T04:00:00.000Z,very_high,Active Construction D - Active construction site with concrete mixing
construction_005,28.642822,77.301762,Industrial Building Site E,construction,320,273,554.9,4.54,111.9,19.3,19,39.3,2.9,2025-07-21T04:00:00.000Z,hazardous,Industrial Building Site E - Metro construction with heavy machinery
vehicle_006,28.627293,77.321795,Bus Terminal A,vehicle,225,234.6,250,6.96,79.2,49.8,22,42.9,5.7,2025-07-21T04:00:00.000Z,very_high,Bus Terminal A - Major bus terminal with heavy traffic congestion
vehicle_007,28.643984,77.306297,Traffic Junction B,vehicle,135,121.3,127.1,4.02,59.6,27.5,24,40.7,5.2,2025-07-21T04:00:00.000Z,moderate,Traffic Junction B - Traffic junction with high vehicle density
vehicle_008,28.653835,77.327941,Highway Monitor C,vehicle,302,254,185.8,4.9,89,52.1,23,40.3,3.5,2025-07-21T04:00:00.000Z,hazardous,Highway Monitor C - Highway monitoring point with diesel emissions
vehicle_009,28.640311,77.31886,Parking Complex D,vehicle,217,103.9,151.6,5.37,95.7,36.7,13,39.9,2.8,2025-07-21T04:00:00.000Z,very_high,Parking Complex D - Parking complex with vehicle idling
vehicle_010,28.647926,77.326581,Bus Terminal E,vehicle,186,154.1,153.3,4.89,159,52.6,23,40.2,5.1,2025-07-21T04:00:00.000Z,high,Bus Terminal E - Major bus terminal with heavy traffic congestion
vehicle_011,28.632492,77.299992,Traffic Junction F,vehicle,345,142.6,238.2,4.16,145.4,55,26,41.5,5.3,2025-07-21T04:00:00.000Z,hazardous,Traffic Junction F - Traffic junction with high vehicle density
dust_012,28.639283,77.298179,Open Ground A,dust,162,197,230.2,1.3,43.2,11.7,14,42.7,3.7,2025-07-21T04:00:00.000Z,high,Open Ground A - Large unpaved area with loose soil
dust_013,28.631764,77.332845,Vacant Plot B,dust,214,126.2,386.6,0.64,43.8,7.3,22,39.2,3.8,2025-07-21T04:00:00.000Z,very_high,Vacant Plot B - Vacant plot with exposed soil and debris
dust_014,28.634682,77.31235,Quarry Site C,dust,154,129.4,288.6,0.99,25.3,9.3,27,39.4,3.7,2025-07-21T04:00:00.000Z,high,Quarry Site C - Quarry site with crushing operations
dust_015,28.647421,77.316557,Unpaved Area D,dust,146,119.8,284,0.91,27.2,5.8,10,40.1,3.9,2025-07-21T04:00:00.000Z,moderate,Unpaved Area D - Open area with construction debris
dust_016,28.639001,77.336353,Demolished Building Site E,dust,160,95.1,358.1,0.68,35.7,7.1,11,43.5,5.5,2025-07-21T04:00:00.000Z,high,Demolished Building Site E - Large unpaved area with loose soil
construction_001,28.639331,77.321066,Metro Construction A,construction,244,116.9,184.4,1.53,93.1,32.1,14,41.5,3.5,2025-07-21T05:00:00.000Z,very_high,Metro Construction A - Metro construction with heavy machinery
construction_002,28.637321,77.31774,Building Project B,construction,254,124.6,292.6,2.43,70,18.3,10,44.9,3.1,2025-07-21T05:00:00.000Z,very_high,Building Project B - Building project with dust and emissions
construction_003,28.646975,77.296802,Highway Expansion C,construction,237,201.2,443.6,2.76,118.7,21,25,45.4,3.9,2025-07-21T05:00:00.000Z,very_high,Highway Expansion C - Highway expansion with earthmoving equipment
construction_004,28.649373,77.318493,Active Construction D,construction,278,227.5,344.7,2.35,59.6,31.3,25,44.4,3.5,2025-07-21T05:00:00.000Z,very_high,Active Construction D - Active construction site with concrete mixing
construction_005,28.642822,77.301762,Industrial Building Site E,construction,387,190.8,687.8,3.6,133.3,19.5,10,43.2,4.6,2025-07-21T05:00:00.000Z,hazardous,Industrial Building Site E - Metro construction with heavy machinery
vehicle_006,28.627293,77.321795,Bus Terminal A,vehicle,189,62.4,100.3,3.09,72.1,23.4,24,44,4.3,2025-07-21T05:00:00.000Z,high,Bus Terminal A - Major bus terminal with heavy traffic congestion
